r,ThetaLSP,ThetaB,ChiLSP,ChiB,Phi,phi
83.80419020967244,0.02770652341433566,0.02785884873975364,108.21754999319378,101.01003217198596,1.8870472346680235e-110,-1.7308364974131338
83.80919045968488,0.027707442706057517,0.027859706804774897,108.21754999319378,101.01004942436643,1.8551056817585983e-110,-1.7308370092565122
83.81419070969734,0.02770836183325298,0.027860564716373992,108.21754999319378,101.01006667206381,1.8237403602635695e-110,-1.730837520984619
83.81919095970979,0.027709280795961133,0.02786142247458745,108.21754999319378,101.01008391507949,1.7929512701699646e-110,-1.7308380325974841
83.82419120972224,0.027710199594221496,0.027862280079451907,108.21754999319378,101.01010115341636,1.7627167872560957e-110,-1.730838544095152
83.82919145973469,0.02771111822807293,0.02786313753100378,108.21754999319378,101.01011838707822,1.7329553633871578e-110,-1.7308390554777053
83.83419170974715,0.027712036697554954,0.027863994829279592,108.21754999319378,101.01013561606737,1.7036591581220587e-110,-1.7308395667451801
83.83919195975959,0.027712955002706652,0.027864851974315874,108.21754999319378,101.01015284038517,1.6748281714498002e-110,-1.7308400778976063
83.84419220977205,0.027713873143567325,0.02786570896614915,108.21754999319378,101.01017006003302,1.6464624033590515e-110,-1.7308405889350142
83.84919245978449,0.027714791120176052,0.027866565804815946,108.21754999319378,101.01018727501227,1.6185618538388082e-110,-1.730841099857434
83.85419270979695,0.027715708932571914,0.027867422490352678,108.21754999319378,101.01020448532431,1.5911265228777454e-110,-1.7308416106648963
83.85919295980939,0.027716626580794212,0.02786827902279576,108.21754999319378,101.01022169097052,1.5641564104648535e-110,-1.7308421213574308
83.86419320982185,0.02771754406488225,0.02786913540218172,108.21754999319378,101.01023889195228,1.5376515165888126e-110,-1.730842631935068
83.86919345983429,0.027718461384874882,0.027869991628546975,108.21754999319378,101.01025608827098,1.5116118412386076e-110,-1.7308431423978385
83.87419370984675,0.027719378540811412,0.027870847701927937,108.21754999319378,101.01027327992797,1.4860373844029245e-110,-1.7308436527457722
83.8791939598592,0.02772029553273092,0.02787170362236102,108.21754999319378,101.01029046692464,1.4609281460707425e-110,-1.7308441629788993
83.88419420987165,0.027721212360672487,0.027872559389882645,108.21754999319378,101.01030764926259,1.4362838176264957e-110,-1.7308446730972507
83.8891944598841,0.02772212902467519,0.027873415004529223,108.21754999319378,101.01032482694555,1.41205276579011e-110,-1.7308451831008969
83.89419470989655,0.02772304552477811,0.02787427046633717,108.21754999319378,101.0103419999771,1.3881973066554245e-110,-1.7308456929898983
83.899194959909,0.02772396186102033,0.0278751257753429,108.21754999319378,101.0103591683586,1.3647174402131185e-110,-1.7308462027642848
83.90419520992145,0.027724878033440925,0.027875980931582722,108.21754999319378,101.01037633209144,1.3416131664536034e-110,-1.730846712424087
83.9091954599339,0.027725794042078977,0.027876835935092936,108.21754999319378,101.01039349117698,1.3188844853675537e-110,-1.7308472219693345
83.91419570994636,0.027726709886973566,0.02787769078590996,108.21754999319378,101.01041064561662,1.2965313969453847e-110,-1.7308477314000579
83.9191959599588,0.02772762556816355,0.027878545484070094,108.21754999319378,101.01042779541172,1.2745539011777675e-110,-1.7308482407162877
83.92419620997126,0.027728541085688008,0.027879400029609647,108.21754999319378,101.01044494056364,1.2529519980551214e-110,-1.7308487499180536
83.9291964599837,0.02772945643958602,0.02788025442256503,108.21754999319378,101.0104620810738,1.2317256875681132e-110,-1.7308492590053859
83.93419670999616,0.027730371629896444,0.027881108662972443,108.21754999319378,101.01047921694354,1.2108749697071662e-110,-1.730849767978315
83.9391969600086,0.02773128665665836,0.027881962750868183,108.21754999319378,101.01049634817426,1.1903998444629433e-110,-1.730850276836871
83.94419721002106,0.02773220151991085,0.02788281668628856,108.21754999319378,101.01051347476732,1.1703003118258715e-110,-1.7308507855810842
83.9491974600335,0.027733116219692544,0.027883670469269872,108.21754999319378,101.01053059672537,1.1505657511485925e-110,-1.730851294210995
83.95419771004596,0.02773403075604275,0.027884524099848318,108.21754999319378,101.01054771405214,1.1311420195945678e-110,-1.7308518027266855
83.9591979600584,0.0277349451290001,0.0278853775780602,108.21754999319378,101.01056482675006,1.1120215215643664e-110,-1.730852311128193
83.96419821007086,0.027735859338603674,0.02788623090394171,108.21754999319378,101.01058193482051,1.0932042570498911e-110,-1.7308528194155484
83.9691984600833,0.027736773384892333,0.027887084077529156,108.21754999319378,101.01059903826486,1.0746902260432607e-110,-1.730853327588781
83.97419871009576,0.02773768726790493,0.02788793709885873,108.21754999319378,101.01061613708448,1.0564794285363819e-110,-1.7308538356479215
83.9791989601082,0.02773860098768055,0.02788878996796662,108.21754999319378,101.01063323128076,1.0385718645213697e-110,-1.7308543435929995
83.98419921012066,0.027739514544257826,0.027889642684888916,108.21754999319378,101.01065032085508,1.0209675339901347e-110,-1.730854851424046
83.98919946013311,0.027740427937675838,0.027890495249661917,108.21754999319378,101.01066740580879,1.0036664369347883e-110,-1.7308553591410902
83.99419971014557,0.02774134116797322,0.02789134766232182,108.21754999319378,101.01068448614328,9.866685733472442e-111,-1.7308558667441631
83.99919996015801,0.027742254235188835,0.027892199922904704,108.21754999319378,101.01070156185992,9.699739432196107e-111,-1.7308563742332945
84.00420021017047,0.027743167139361757,0.027893052031446763,108.21754999319378,101.01071863296009,9.535825465438048e-111,-1.7308568816085146
84.00920046018291,0.027744079880530625,0.02789390398798408,108.21754999319378,101.01073569944516,9.374943833004438e-111,-1.7308573888698535
84.01420071019537,0.027744992458734075,0.02789475579255285,108.21754999319378,101.01075276131883,9.216802074503745e-111,-1.7308578960173755
84.01920096020781,0.027745904874011185,0.027895607445189152,108.21754999319378,101.01076981858473,9.061108461925074e-111,-1.730858403051145
84.02420121022027,0.02774681712640059,0.02789645894592918,108.21754999319378,101.01078687124426,8.907862995200212e-111,-1.7308589099711922
84.02920146023271,0.027747729215941153,0.02789731029480902,108.21754999319378,101.0108039192988,8.757065674262692e-111,-1.7308594167775468
84.03420171024517,0.027748641142671504,0.027898161491864637,108.21754999319378,101.01082096274969,8.608716499044327e-111,-1.7308599234702393
84.03920196025761,0.027749552906630504,0.02789901253713223,108.21754999319378,101.01083800159833,8.462815469478623e-111,-1.7308604300492998
84.04420221027007,0.027750464507856787,0.027899863430647764,108.21754999319378,101.01085503584608,8.319362585497422e-111,-1.7308609365147583
84.04920246028252,0.027751375946389212,0.027900714172447327,108.21754999319378,101.01087206549431,8.178357847034202e-111,-1.730861442866645
84.05420271029497,0.027752287222266414,0.027901564762567,108.21754999319378,101.01088909054441,8.039801254020832e-111,-1.7308619491049897
84.05920296030742,0.02775319833552703,0.027902415201042863,108.21754999319378,101.01090611099775,7.90369280639076e-111,-1.7308624552298224
84.06420321031987,0.027754109286209916,0.02790326548791089,108.21754999319378,101.0109231268557,7.770032504075887e-111,-1.7308629612411741
84.06920346033232,0.027755020074353487,0.02790411562320705,108.21754999319378,101.01094013811962,7.638820347009633e-111,-1.7308634671390741
84.07420371034478,0.0277559306999966,0.027904965606967314,108.21754999319378,101.01095714479194,7.510006554995003e-111,-1.73086397292356
84.07920396035722,0.027756841163177892,0.027905815439227766,108.21754999319378,101.01097414687628,7.383238171698067e-111,-1.7308644785947116
84.08420421036968,0.027757751463935998,0.027906665120024376,108.21754999319378,101.01099114437524,7.258446290976744e-111,-1.7308649841525696
84.08920446038212,0.027758661602309553,0.027907514649393117,108.21754999319378,101.01100813729019,7.1356309127751e-111,-1.7308654895971636
84.09420471039458,0.027759571578337194,0.027908364027369847,108.21754999319378,101.0110251256225,7.014792037035799e-111,-1.7308659949285237
84.09920496040702,0.027760481392057557,0.02790921325399065,108.21754999319378,101.01104210937353,6.895929663702878e-111,-1.7308665001466796
84.10420521041948,0.027761391043509276,0.027910062329291385,108.21754999319378,101.01105908854467,6.77904379271903e-111,-1.730867005251662
84.10920546043192,0.027762300532730766,0.027910911253308024,108.21754999319378,101.01107606313727,6.664134424028274e-111,-1.7308675102435007
84.11420571044438,0.027763209859760662,0.027911760026076426,108.21754999319378,101.01109303315272,6.551201557573313e-111,-1.7308680151222255
84.11920596045682,0.0277641190246376,0.027912608647632564,108.21754999319378,101.01110999859237,6.4402451932981504e-111,-1.730868519887867
84.12420621046928,0.027765028027399996,0.027913457118012297,108.21754999319378,101.01112695945761,6.331265331145514e-111,-1.7308690245404545
84.12920646048173,0.027765936868086483,0.027914305437251485,108.21754999319378,101.01114391574981,6.224261971059381e-111,-1.730869529080019
84.13420671049418,0.027766845546735697,0.02791515360538599,108.21754999319378,101.01116086747035,6.119235112982502e-111,-1.7308700335065896
84.13920696050663,0.027767754063386052,0.02791600162245178,108.21754999319378,101.01117781462263,6.0160242169414134e-111,-1.7308705378202245
84.14420721051908,0.027768662418075962,0.027916849488484607,108.21754999319378,101.01119475721023,5.914410315633277e-111,-1.730871042020992
84.14920746053153,0.027769570610844063,0.02791769720352033,108.21754999319378,101.0112116952347,5.8143921372258735e-111,-1.7308715461089224
84.15420771054399,0.02777047864172877,0.02791854476759481,108.21754999319378,101.01122862869742,5.715969681671076e-111,-1.730872050084045
84.15920796055643,0.027771386510768492,0.027919392180743907,108.21754999319378,101.01124555759976,5.619142948921885e-111,-1.7308725539463905
