r,J_LSP,J_B,ratio_running
0.40502025200850045,0.0002966178701962761,4.62726939405234e-14,6410213993.106471
0.4100205020209511,0.0003041215685653493,4.78740105554345e-14,6352540032.408594
0.4150207520334017,0.00031172401210344947,4.952119283729543e-14,6294759763.312561
0.4200210020458523,0.00031942544813583283,5.1215518202395576e-14,6236887946.218064
0.42502125205830293,0.00032722612736212563,5.295830198581806e-14,6178939185.960966
0.43002150207075357,0.00033512633942017257,5.4750904963899404e-14,6120927857.560376
0.4350217520832042,0.00034312642864033364,5.659473769103209e-14,6062868079.9541
0.4400220020956548,0.0003512265319451488,5.849121436229199e-14,6004774148.980174
0.4450222521081054,0.00035942681664771,6.044179557834048e-14,5946660141.521537
0.45002250212055606,0.00036772783607300264,6.244805678218415e-14,5888539292.033054
0.4550227521330067,0.00037612948847640766,6.45114958144163e-14,5830425782.6921215
0.46002300214545727,0.0003846323226775974,6.663377827738744e-14,5772332480.92919
0.4650232521579079,0.00039323652712431326,6.881654917668405e-14,5714272683.372896
0.47002350217035854,0.00040194228037332164,7.106149898638642e-14,5656259523.181794
0.4750237521828092,0.0004107501548189599,7.337044667414429e-14,5598305222.853551
0.4800240021952598,0.00041966001704802887,7.574512115282878e-14,5540423074.923766
0.4850242522077104,0.0004286725687593061,7.818747323127898e-14,5482624658.956432
0.49002450222016103,0.0004377877049286693,8.069934273831507e-14,5424922806.971177
0.49502475223261166,0.00044700649718478754,8.328287332032315e-14,5367327991.500823
0.5000250022450622,0.00045632826392735424,8.593989398800955e-14,5309853698.342028
0.5050252522575128,0.0004657533061463359,8.867249802055888e-14,5252511393.536586
0.5100255022699635,0.0004752831856588133,9.148312410134405e-14,5195309958.285853
0.5150257522824141,0.0004849171797949527,9.437376847495843e-14,5138262333.178132
0.5200260022948647,0.0004946553755757405,9.734666605658992e-14,5081379728.89781
0.5250262523073154,0.0005044986222633071,1.0040429583347651e-13,5024671684.3673
0.530026502319766,0.0005144476530861431,1.0354918587024113e-13,4968147733.491641
0.5350267523322165,0.0005245018413563089,1.0678360871434389e-13,4911819779.001852
0.5400270023446672,0.0005346615110988858,1.1011013159308479e-13,4855697685.247921
0.5450272523571178,0.0005449282882811933,1.1353172727771787e-13,4799788581.990004
0.5500275023695684,0.0005553013977892125,1.1705084838972093e-13,4744103997.779972
0.5550277523820191,0.0005657809844712414,1.2067024986298008e-13,4688653459.437436
0.5600280023944697,0.0005763679593319692,1.2439297032541176e-13,4633444782.484024
0.5650282524069203,0.0005870630090930773,1.2822208265236593e-13,4578485990.472601
0.570028502419371,0.000597865562152239,1.3216040445283427e-13,4523787322.137068
0.5750287524318216,0.0006087759660297599,1.3621108496799876e-13,4469356999.636151
0.5800290024442721,0.0006197959120201671,1.4037775322964735e-13,4415200398.643138
0.5850292524567228,0.0006309245718862076,1.446634216650028e-13,4361327588.028715
0.5900295024691734,0.0006421621492142983,1.4907148454423698e-13,4307746388.771869
0.595029752481624,0.0006535096173147474,1.536056686203249e-13,4254462893.098438
0.6000300024940747,0.0006649676164356127,1.5826971501259729e-13,4201483628.0123796
0.6050302525065253,0.0006765356303586474,1.6306711191517882e-13,4148817149.0432415
0.610030502518976,0.0006882140307506981,1.6800172392718045e-13,4096470051.9918547
0.6150307525314266,0.0007000045752896315,1.7307798732974532e-13,4044446010.0867386
0.6200310025438771,0.0007119063818674025,1.7829960149144292e-13,3992753634.4020867
0.6250312525563277,0.0007239197135913432,1.8367074751700365e-13,3941399070.7710547
0.6300315025687784,0.00073604560705728,1.89195999116532e-13,3890386744.40428
0.635031752581229,0.0007482846557674376,1.9487991740202955e-13,3839721741.1774454
0.6400320025936796,0.0007606363996814862,2.007268163606132e-13,3789410968.960792
0.6450322526061303,0.000773101234520297,2.067414405137838e-13,3739459455.2452726
0.6500325026185809,0.0007856809859203423,2.1292922004500286e-13,3689869270.8980365
0.6550327526310316,0.0007983747172425697,2.1929469755096052e-13,3640647613.2740984
0.6600330026434822,0.0008111827518077258,2.2584302334112238e-13,3591799028.400726
0.6650332526559327,0.0008241061904292492,2.3257981448175213e-13,3543326372.779042
0.6700335026683834,0.0008371455797815078,2.395106386707626e-13,3495233382.648482
0.675033752680834,0.0008503005163308407,2.4664082763764685e-13,3447525393.4034896
0.6800340026932846,0.0008635714207018603,2.5397620896783087e-13,3400205965.0053363
0.6850342527057353,0.0008769601874561563,2.6152343755760613e-13,3353275697.3760223
0.6900345027181859,0.0008904658247189555,2.692880913789031e-13,3306740450.939664
0.6950347527306365,0.0009040887168621668,2.772765154916627e-13,3260603283.5454884
0.7000350027430872,0.000917830030070114,2.8549561323594855e-13,3214865614.4554176
0.7050352527555377,0.0009316902639089572,2.939521883876445e-13,3169529946.415321
0.7100355027679883,0.0009456690718605212,3.0265282786152303e-13,3124600151.739558
0.715035752780439,0.0009597668999699197,3.116046931328365e-13,3080078449.141884
0.7200360027928896,0.0009739857130986386,3.2081594932053557e-13,3035964125.7283754
0.7250362528053402,0.0009883244634769173,3.302934460453662e-13,2992261806.3125896
0.7300365028177909,0.0010027835970196671,3.400450021343555e-13,2948973196.857798
0.7350367528302415,0.0010173643469260636,3.5007910775146155e-13,2906098434.323995
0.7400370028426921,0.001032067164905877,3.604040850677155e-13,2863638919.9416656
0.7450372528551428,0.001046891762553745,3.710280699769196e-13,2821597197.804653
0.7500375028675933,0.001061838637311191,3.8195988327522814e-13,2779974242.860641
0.7550377528800439,0.0010769097481846213,3.932095066663392e-13,2738768340.864253
0.7600380028924946,0.0010921040682468942,4.0478539892899503e-13,2697982859.8967433
0.7650382529049452,0.0011074220805041349,4.166971822795897e-13,2657618355.9626093
0.7700385029173958,0.0011228650857321965,4.289553056760181e-13,2617673848.240673
0.7750387529298465,0.0011384334879456343,4.4156995706349783e-13,2578149780.651693
0.7800390029422971,0.0011541270569738102,4.545511849318603e-13,2539047515.9509706
0.7850392529547477,0.001169946354069027,4.679098659045847e-13,2500366928.163041
0.7900395029671983,0.0011858932996308236,4.816581942011369e-13,2462105521.941153
0.7950397529796489,0.0012019669209430662,4.958066365605222e-13,2424265494.470331
0.8000400029920995,0.0012181677271580526,5.103670321672857e-13,2386846426.9431243
0.8050402530045502,0.0012344970884986828,5.253522492689789e-13,2349846393.9508586
0.8100405030170008,0.0012509553604051322,5.407747691162206e-13,2313265026.1208525
0.8150407530294514,0.0012675423721960532,5.566470029470987e-13,2277102661.9836397
0.8200410030419021,0.001284258749356721,5.729823673744493e-13,2241358238.023136
0.8250412530543527,0.0013011063743492738,5.897957769197508e-13,2206028637.818317
0.8300415030668034,0.0013180843287359776,6.071001796940708e-13,2171115036.401711
0.8350417530792539,0.0013351931487295525,6.249101497607936e-13,2136616198.729761
0.8400420030917045,0.0013524342749062208,6.432415449156195e-13,2102529423.9718819
0.8450422531041551,0.001369808014260901,6.621096659998949e-13,2068853672.7405493
0.8500425031166058,0.001387314255745534,6.815298444236554e-13,2035588414.941292
0.8550427531290564,0.0014049536908601627,7.015186364393355e-13,2002731813.3574026
0.8600430031415071,0.0014227281635831345,7.220943022674492e-13,1970280279.342496
0.8650432531539577,0.001440636810572785,7.432728576934864e-13,1938234116.3961623
0.8700435031664083,0.0014586801956137647,7.650722518979592e-13,1906591425.8360984
0.8750437531788589,0.0014768598314049623,7.87512038596811e-13,1875348895.0295048
0.8800440031913095,0.0014951759752394433,8.106109861900509e-13,1844504948.3808665
0.8850442532037601,0.00151362857713821,8.343880366900975e-13,1814058340.4605923
0.8900445032162108,0.0015321062021094636,8.587144524512789e-13,1784185881.2739513
0.8950447532286614,0.0015509467376179015,8.840595178273443e-13,1754346518.9193285
0.900045003241112,0.0015698139999163368,9.099970011049471e-13,1725076014.5475414
0.9050452532535627,0.0015888212344007523,9.366988867141251e-13,1696192081.5068195
0.9100455032660133,0.0016079655197698264,9.641833101173783e-13,1667696902.5465448
0.9150457532784639,0.001627253354283567,9.92481690364664e-13,1639580226.095326
0.9200460032909145,0.0016466814231953077,1.021613023772061e-12,1611844587.8022695
0.9250462533033651,0.0016662483515413689,1.0515992664283688e-12,1584489838.225717
0.9300465033158157,0.0016859622198377854,1.08247707319082e-12,1557503859.982984
0.9350467533282664,0.0017058166119298848,1.1142626400419067e-12,1530892763.1870797
0.940047003340717,0.0017258128270245324,1.1469840518045647e-12,1504652853.9863207
0.9450472533531676,0.0017459571845360791,1.1806785499024427e-12,1478774374.8544803
0.9500475033656183,0.0017662435004189199,1.215364224991127e-12,1453262704.3813262
0.9550477533780689,0.0017866750865129456,1.2510751815131943e-12,1428111685.7836914
0.9600480033905195,0.0018072551733431274,1.2878468017267882e-12,1403315340.7065957
0.9650482534029701,0.0018279791267069294,1.3257015476998363e-12,1378876814.2260766
0.9700485034154207,0.0018488518458125683,1.364679639231132e-12,1354788180.8028011
0.9750487534278713,0.001869873451786305,1.4048139809797224e-12,1331047011.9910455
0.980049003440322,0.001891040870224229,1.446132037795331e-12,1307654364.0559778
0.9850492534527726,0.0019123605990475363,1.488680973497651e-12,1284600685.501106
0.9900495034652232,0.0019338296286548007,1.532490492306342e-12,1261886868.7038038
0.9950497534776739,0.001955446454849089,1.5775937757248815e-12,1239512024.539137
1.0000500034901245,0.001977219185982149,1.624045864828068e-12,1217465115.242586
1.0050502535025752,0.001999141659529015,1.671872421616708e-12,1195750126.4335926
1.0100505035150258,0.0020212149334435377,1.7211154394461426e-12,1174363373.3795147
1.0150507535274764,0.0020434457953514267,1.7718320209051715e-12,1153295442.93228
1.020051003539927,0.0020658278499511747,1.8240496747912244e-12,1132550214.230116
1.0250512535523777,0.002088364357743686,1.8778197732618024e-12,1112121827.3871748
1.0300515035648283,0.0021110589678488396,1.933196826256111e-12,1092004155.5919487
1.035051753577279,0.0021339068586273876,1.9902148941909847e-12,1072199220.7252641
1.0400520035897296,0.002156912906749749,2.048934565874782e-12,1052699750.7257468
1.0450522536021802,0.002180077599769012,2.109406818700598e-12,1033502679.7305734
1.0500525036146309,0.0022033977010383616,2.171673227517502e-12,1014608308.984462
1.0550527536270815,0.0022268797157837896,2.23580486360802e-12,996008082.8298104
1.0600530036395321,0.0022505209462423507,2.301848071825428e-12,977701775.2773
1.0650532536519828,0.0022743197524931306,2.3698530307127437e-12,959688100.0713867
1.0700535036644332,0.002298284281166098,2.4399027202648455e-12,941957342.0192035
1.0750537536768838,0.0023224086245924092,2.5120375703437653e-12,924511899.0296766
1.0800540036893345,0.002346693592059586,2.5863204901622175e-12,907348335.5933194
1.085054253701785,0.002371146463762981,2.6628392872346188e-12,890457969.1046382
1.0900545037142357,0.0023957606177903924,2.741635673475754e-12,873843538.3550168
1.0950547537266864,0.0024205392651005606,2.8227872217722778e-12,857499724.5385123
1.100055003739137,0.002445486492359811,2.906378060139994e-12,841420641.6910597
1.1050552537515876,0.0024705972779339937,2.9924597706443062e-12,825607515.9874412
1.1100555037640383,0.002495876480231426,3.0811238759970514e-12,810053922.1013179
1.115055753776489,0.002521324966968862,3.1724493928886188e-12,794756560.2214739
1.1200560037889395,0.0025469393294466785,3.266499243746139e-12,779715266.8328055
1.1250562538013902,0.002572726087310935,3.3633808370317833e-12,764922621.6027892
1.1300565038138408,0.002598682862858913,3.4631664005483153e-12,750377707.0739279
1.1350567538262915,0.0026248078731285875,3.5659318612011845e-12,736079088.2427071
1.140057003838742,0.0026511093134394823,3.6718026953334005e-12,722018456.1683701
1.1450572538511927,0.0026775815333744983,3.780842384151283e-12,708197079.2007922
1.1500575038636434,0.00270422508447626,3.893145297438724e-12,694611908.3342081
1.1550577538760938,0.0027310477664799575,4.008846767997899e-12,681255214.911569
1.1600580038885444,0.0027580427139827926,4.128009923229578e-12,668128896.3145269
1.165058253900995,0.00278521308953877,4.250752118775015e-12,655228301.183889
1.1700585039134457,0.0028125634387011233,4.377203391841498e-12,642548035.1092098
1.1750587539258963,0.002840088525775704,4.507441795814866e-12,630088785.2645619
1.180059003938347,0.0028677931951565966,4.641605866118327e-12,617845047.1398747
1.1850592539507976,0.002895678710219361,4.779818158948607e-12,605813571.5473136
1.1900595039632482,0.0029237414787140733,4.922173900962192e-12,593993942.0146325
1.1950597539756989,0.002951988042294285,5.068835770786617e-12,582379894.6707984
1.2000600039881495,0.0029804163527829466,5.2199162807516406e-12,570970144.4395162
1.2050602540006001,0.003009024475811898,5.375530375518776e-12,559763272.7582729
1.2100605040130508,0.0030378206659143394,5.535868218330429e-12,548752344.9086945
1.2150607540255014,0.0030667995333496087,5.701029284373529e-12,537937867.0717723
1.220061004037952,0.003095961361168546,5.8711552665709e-12,527317234.9565147
1.2250612540504027,0.0031253144985401255,6.046455123717243e-12,516883766.5363739
1.2300615040628533,0.003154851817613886,6.22702426450609e-12,506638754.50052065
1.235061754075304,0.003184576433305774,6.413040479873721e-12,496578252.28143287
1.2400620040877544,0.003214493374064711,6.604705022739793e-12,486697492.6203836
1.245062254100205,0.0032445971739330356,6.8021359354002796e-12,476996814.6398273
1.2500625041126556,0.003274892667488654,7.005543238883651e-12,467471622.9444778
1.2550627541251063,0.003305381531341584,7.2151171395386856e-12,458118900.55508107
1.260063004137557,0.0033360599767169354,7.43100175078772e-12,448938122.82621217
1.2650632541500075,0.0033669345746918196,7.653443862898237e-12,439924122.3959034
1.2700635041624582,0.0033980036178905245,7.882618714881603e-12,431075476.4118465
1.2750637541749088,0.00342926501040577,8.118700385187158e-12,422390881.26254535
1.2800640041873594,0.0034607270771500683,8.36197755280387e-12,413864669.6067303
1.28506425419981,0.0034923846935268786,8.612605907014997e-12,405496864.8550747
1.2900645042122607,0.0035242378612518736,8.870798312922642e-12,397285310.4007446
1.2950647542247113,0.0035562955118889333,9.13687786327819e-12,389224368.0067079
1.300065004237162,0.003588550234465828,9.410988606570294e-12,381314905.84958065
1.3050652542496126,0.00362100509609947,9.693400169416377e-12,373553658.4493947
1.3100655042620633,0.003653665634713942,9.984424334805072e-12,365936533.96495724
1.3150657542745139,0.003686526136420047,1.028423953946951e-11,358463659.1039777
1.3200660042869645,0.0037195914294348947,1.0593164535384147e-11,351131280.6489896
1.325066254299415,0.0037528636235778954,1.0911494682859641e-11,343936713.7733288
1.3300665043118656,0.003786338718866591,1.1239448067531088e-11,336879417.5760907
1.3350667543243162,0.0038198201111015475,1.1575350489641616e-11,329996064.8724869
1.3400670043367668,0.003853911901044802,1.1925558571100595e-11,323164057.940569
1.3450672543492175,0.003888017995544873,1.2284430115498848e-11,316499663.31278914
1.3500675043616681,0.0039223269100215835,1.2654097509994977e-11,309964966.44059294
1.3550677543741187,0.003956849611554592,1.3035050231502468e-11,303554611.703135
1.3600680043865694,0.003991585182191156,1.3427602984050526e-11,297267143.430768
1.36506825439902,0.004026528549066692,1.3832006451858275e-11,291102275.2252797
1.3700685044114707,0.004061694909792553,1.4248873053626896e-11,285053764.9192329
1.3750687544239213,0.004097066035443555,1.467823762626265e-11,279125201.52371615
1.380069004436372,0.0041326643712622825,1.5120880744233732e-11,273308442.8853956
1.3850692544488226,0.004168472538419407,1.5576859646172187e-11,267606734.1624764
1.3900695044612732,0.004204501932026959,1.604678500746704e-11,262015221.7450711
1.3950697544737238,0.0042407513841368405,1.6531040810225264e-11,256532630.51130614
1.4000700044861745,0.004277216044587635,1.7029942367839936e-11,251158574.24537802
1.405070254498625,0.004313911069586189,1.754424198243086e-11,245887572.33890313
1.4100705045110755,0.004350818148849163,1.8073984964346834e-11,240722682.7637452
1.4150707545235262,0.004387960179862807,1.8620140533657197e-11,235656662.84479776
1.4200710045359768,0.004425319314212757,1.918277284944939e-11,230692369.08259478
1.4250712545484274,0.004462907388580329,1.9762643903015073e-11,225825421.46091336
1.430071504560878,0.0045007229777060285,2.036022212337229e-11,221054709.05150265
1.4350717545733287,0.004538761458338155,2.0975904007219147e-11,216379778.28159767
1.4400720045857793,0.004577037947278431,2.1610613814932742e-11,211795832.66236234
1.44507225459823,0.004615534045733461,2.2264410192184315e-11,207305471.19338
1.4500725046106806,0.004654273120534213,2.2938496854435863e-11,202902271.67322722
1.4550727546231312,0.004693236836294838,2.3632944772491654e-11,198588744.71528772
1.4600730046355819,0.004732437485422737,2.4348704849619968e-11,194360953.26838708
1.4650732546480325,0.004771873377440146,2.5086348410358466e-11,190217934.44715855
1.4700735046604831,0.004811540120376982,2.5846373909900603e-11,186159193.43849987
1.4750737546729338,0.004851452793841771,2.662991697227012e-11,182180545.24516976
1.4800740046853844,0.00489159290280956,2.7437053201484404e-11,178284193.5279301
1.485074254697835,0.004931984301744371,2.8269277799736898e-11,174464460.5597343
1.4900745047102857,0.004972608149462726,2.912666797208855e-11,170723549.7801488
1.495074754722736,0.005013477209127063,3.001041045822553e-11,167057935.31567386
1.5000750047351867,0.005054589516851871,3.092120190172566e-11,163466786.73476088
1.5050752547476374,0.0050959409165277384,3.185966878121817e-11,159949588.66401914
1.510075504760088,0.005137546452540813,3.2827206483053096e-11,156502700.13663968
1.5150757547725386,0.0051793875257164605,3.3823912152022687e-11,153127985.38612366
1.5200760047849893,0.005221488497010511,3.485164330722283e-11,149820438.90964484
1.52507625479744,0.005263830000022026,3.591048211929999e-11,146581991.9246641
1.5300765048098905,0.005306425284488445,3.700190972120792e-11,143409497.6305244
1.5350767548223412,0.005349272103644929,3.8126775311806806e-11,140302243.2371407
1.5400770048347918,0.005392366542993911,3.928586608488408e-11,137259708.90759408
1.5450772548472425,0.005435723612882628,4.048089661638657e-11,134278735.58221188
1.550077504859693,0.005479324602389542,4.171199138216763e-11,131360896.97055359
1.5550777548721437,0.0055231943982818055,4.298145823336061e-11,128501791.82601364
1.5600780048845944,0.005567313088457136,4.428938204324715e-11,125703110.57898334
1.565078254897045,0.005611694425928133,4.563761139583145e-11,122962053.75991054
1.5700785049094956,0.005656335871321026,4.702718110331175e-11,120278012.3880888
1.5750787549219463,0.005701233757094799,4.845908006449285e-11,117650474.3694512
1.5800790049343967,0.0057464030612098,4.9935414990735565e-11,115076705.82643442
1.5850792549468473,0.005791824952772057,5.1456344998605786e-11,112558032.5017058
1.590079504959298,0.005837524864792117,5.3024737620301135e-11,110090594.06561123
1.5950797549717486,0.005883482317821978,5.464067676499174e-11,107675868.34853265
1.6000800049841992,0.005929711585277773,5.630646959712083e-11,105311372.34682855
1.6050802549966499,0.005976209825463451,5.802337663469156e-11,102996588.13531266
1.6100805050091005,0.006022973623260941,5.979263985810785e-11,100731020.36561494
1.6150807550215511,0.006070017925660875,6.161684762280853e-11,98512308.8869927
1.6200810050340018,0.00611732377312161,6.349620290535999e-11,96341568.3649521
1.6250812550464524,0.006164917166485358,6.543426874418734e-11,94215420.83074017
1.630081505058903,0.00621277703585201,6.743112246436934e-11,92135156.71691282
1.6350817550713537,0.006260918193911542,6.948964345334479e-11,90098579.91450351
1.6400820050838043,0.006309337484722133,7.161136651811259e-11,88105251.88241337
1.645082255096255,0.00635803175283188,7.379785109236823e-11,86154700.42445982
1.6500825051087056,0.006407015914829333,7.605227696667351e-11,84244892.72868082
1.6550827551211562,0.006456270873893873,7.837490259421882e-11,82376764.24710616
1.6600830051336068,0.006505823220759252,8.077015519235228e-11,80547365.61129272
1.6650832551460573,0.0065556512714029305,8.3238097195547e-11,78757822.34668429
1.670083505158508,0.006605770396587392,8.578232189313567e-11,77006197.20711929
1.6750837551709585,0.006656177114753172,8.840469720019396e-11,75292120.50441329
1.6800840051834092,0.0067068685367203795,9.11071806259955e-11,73615147.462995
1.6850842551958598,0.006757859549440389,9.389367801192468e-11,71973531.04627691
1.6900845052083104,0.006809130909762056,9.676451791098719e-11,70368054.91064104
1.695084755220761,0.006860709821603188,9.972520112925883e-11,68796149.25730437
1.7000850052332117,0.006912573961443765,1.0277576324452856e-10,67258794.7121061
1.7050852552456623,0.006964739278373888,1.0592068802810147e-10,65754286.60854333
1.710085505258113,0.00701720195269886,1.0916224764551053e-10,64282314.66510532
1.7150857552705636,0.007069959368713952,1.1250289861620421e-10,62842464.11137037
1.7200860052830143,0.007123026384216375,1.1594743781400329e-10,61433236.63298843
1.7250862552954649,0.007176383600454179,1.194962822827053e-10,60055287.60699208
1.7300865053079155,0.007230058858504888,1.23156266329397e-10,58706382.3384121
1.7350867553203662,0.007284029169146949,1.2692738176361667e-10,57387374.323314786
1.7400870053328168,0.007338311080784281,1.3081522284686732e-10,56096767.03585583
1.7450872553452674,0.007392900422067913,1.3482255195534735e-10,54834301.19700159
1.7500875053577178,0.007447794858703054,1.3895245092763485e-10,53599593.30679094
1.7550877553701685,0.007503009219440102,1.4321080977491938e-10,52391360.89819185
1.7600880053826191,0.00755852394041735,1.4759815713833466e-10,51210151.17643516
1.7650882553950697,0.00761436752510383,1.521229833221361e-10,50054024.44007834
1.7700885054075204,0.0076705162902691755,1.5678521281883543e-10,48923722.794779256
1.775088755419971,0.007726987406126224,1.6159182440371948e-10,47817935.31101668
1.7800890054324217,0.007783776335554316,1.6654617441222353e-10,46736446.291996196
1.7850892554448723,0.007840881033894903,1.7165212799470812e-10,45678903.75432241
1.790089505457323,0.007898316300508147,1.7691691575927795e-10,44644212.03936764
1.7950897554697736,0.007956062396592535,1.8234120694735054e-10,43632827.32295273
1.8000900054822242,0.00801414851401233,1.879355478783709e-10,42643068.88443993
1.8050902554946748,0.008072550246800217,1.936997633231475e-10,41675581.36523304
1.8100905055071255,0.008131285409713859,1.9964255774734659e-10,40729218.76709391
1.815090755519576,0.008190349084783579,2.0576800651687443e-10,39803802.463877745
